station_id,latitude,longitude
8530653,47.575743,8.572478
8573706,47.580637,8.571414
8506951,47.578834,8.572133
8573707,47.588181,8.567829
8573388,47.590079,8.565846
5402717,50.039529,14.244628
5454896,50.031738,14.23474
5501140,47.717493,19.258077
5602718,48.434861,18.681644
8573435,47.640216,8.674123
8502277,47.369382,8.381148
8502187,47.364686,8.377013
5402719,49.892755,16.572296
8508966,47.102063,7.604315
8577657,46.625663,6.826965
8577658,46.622587,6.825276
8577660,46.61663,6.818398
8500053,46.619695,6.817467
8504692,46.619807,6.822547
8577295,47.088524,8.112382
8571403,46.821667,7.442071
8571404,46.822103,7.455435
8507795,46.821432,7.438693
8571402,46.826227,7.454861
8571405,46.819828,7.466127
8508884,47.024851,7.672411
8571530,47.028896,7.682882
8571529,47.018627,7.661631
8571531,47.039194,7.693443
8508661,47.056311,7.698089
8571533,47.06192,7.702073
8508662,47.034788,7.69014
8588907,47.066803,7.70918
8505175,46.678666,8.754951
8587601,46.674756,8.749621
8594378,47.258768,8.989002
8594377,47.259567,8.986969
8509173,46.7747,9.145608
8575094,46.780058,9.154696
8575052,46.7861,9.136044
8575093,46.779031,9.15034
8583522,46.776781,9.17151
8580605,46.778368,9.155815
8575055,46.775777,9.146017
8575053,46.792543,9.12577
8507959,46.693652,6.692766
8570306,46.692572,6.69604
8504156,46.857279,6.915452
8577639,46.865313,6.912725
8595537,46.85733,6.918999
8577629,46.853269,6.908962
8570410,46.86004,6.916491
8500843,46.705847,7.033771
8504262,46.716101,7.03203
8594243,46.648758,6.958533
8500564,47.509266,8.205232
8500552,47.508132,8.220025
8572488,47.507988,8.21
8572487,47.507228,8.228037
8500603,46.929872,7.535166
8500545,46.930141,7.531145
8500604,46.931036,7.538896
8573867,47.178104,9.051236
8503368,47.189721,9.049548
8506485,47.181358,9.0478
8573866,47.186703,9.049492
8573865,47.193073,9.047377
8598529,47.24048,9.524842
8583549,47.247011,9.525276
8583547,47.243415,9.524554
8583548,47.248778,9.528426
8574373,47.241091,9.529009
8574370,47.236045,9.520843
8581008,47.235779,9.538504
8582415,47.242815,9.529859
8574371,47.235326,9.526429
8509623,47.240474,9.524636
8574372,47.238217,9.526855
8582567,47.249868,9.558607
8580508,46.39491,10.115979
5400227,50.956839,14.550814
5403742,51.002478,14.577402
8501653,46.333767,7.621004
8503415,47.566173,8.374352
8580842,47.565732,8.374344
8572592,47.565702,8.377
8508696,47.264329,7.641913
8576892,47.267073,7.64103
8576893,47.267764,7.645328
8576470,47.072358,7.665033
8573241,47.453956,8.532627
8590762,47.43491,8.557398
8595711,47.446817,8.52554
8595712,47.452262,8.53692
8594236,47.445644,8.530665
8590765,47.438743,8.534756
8590766,47.451951,8.530314
8573240,47.462328,8.52766
8590768,47.46149,8.527111
8573242,47.449864,8.540283
8595713,47.448837,8.527138
8590767,47.449739,8.529924
8595709,47.452393,8.528469
8595710,47.448598,8.53636
8571431,46.831734,7.494433
8500033,47.425364,7.85057
8578296,47.424413,7.848155
8589099,46.680672,8.967891
8572309,47.431755,7.88479
8572308,47.436047,7.883371
8500781,47.433871,7.883991
8530855,46.902853,8.687705
8502114,47.403287,8.126378
8500631,47.403076,8.126924
8588570,47.397689,8.126356
8508782,47.087894,7.42431
5402720,50.624801,16.267867
8571695,46.785639,7.378885
8507781,46.777853,7.377864
8507733,46.775909,7.383575
8581382,46.775267,7.374351
8507742,46.795145,7.403062
8571697,46.791039,7.406689
8571696,46.776617,7.396706
8507783,46.781588,7.406043
8589276,46.747358,7.385675
8589274,46.738736,7.392466
8575021,46.782524,9.190539
8575020,46.780171,9.19002
8509864,46.785312,9.192955
8503675,47.309773,8.55838
8590775,47.304556,8.544302
8590777,47.307359,8.542004
8590779,47.302656,8.545442
8590780,47.300358,8.550363
7900052,46.5409,15.503736
7900260,46.544973,15.514576
5602721,48.673042,21.428854
5602722,48.748043,18.197495
5681671,48.032897,17.165572
5681687,48.043052,17.156066
5681688,48.054077,17.147112
5681673,48.05078,17.150524
5681674,48.057923,17.138653
5681686,48.038273,17.161176
5681672,48.046719,17.15227
5681689,48.056131,17.1442
8583869,47.394648,8.777036
8503792,47.394808,8.776336
8573530,47.396347,8.773204
8573511,47.3916,8.771664
8573531,47.399927,8.770395
8503561,47.409296,8.760783
8573532,47.40426,8.762845
8573529,47.391795,8.774706
8503563,47.384686,8.778443
8501002,46.188017,6.017809
8575488,46.201809,8.62206
8502576,47.227352,8.365491
8577336,47.070369,8.102773
8577335,47.080398,8.113984
8577292,47.073463,8.147756
8577293,47.078023,8.135896
8588803,47.082715,8.122795
8508899,47.082412,8.127548
8577291,47.07101,8.156831
8577294,47.085136,8.121096
8577296,47.093851,8.098134
8577290,47.067943,8.168071
7900207,46.562983,15.431653
8587405,47.286815,9.532764
8587491,47.300449,9.5465
8587492,47.290725,9.539633
8587469,47.29447,9.5383
8577929,47.157559,7.411583
8507749,46.781292,7.45037
8507726,46.778891,7.444021
8571432,46.773184,7.43995
8571660,46.783197,7.456481
8571659,46.787881,7.471523
8571658,46.78968,7.478074
8577934,47.152687,7.404803
8503238,46.935376,9.013367
8503326,46.937163,9.014731
8503121,47.260424,8.854557
8576103,47.260289,8.854214
8588036,47.257704,8.849524
8588037,47.251019,8.85564
8588038,47.253481,8.856491
8578564,47.255676,8.85853
8588039,47.251987,8.854067
8587945,47.260146,8.861474
8576050,47.259016,8.849533
8587946,47.261758,8.864557
8578565,47.258865,8.851408
8588040,47.255889,8.856127
8588041,47.267279,8.868766
8503396,47.259905,8.843064
8503358,47.250245,8.841655
8576076,47.252691,8.843482
8588042,47.252666,8.857944
8588043,47.251211,8.858727
8503355,47.255686,8.845782
8594538,47.260601,8.839257
8578563,47.253513,8.867087
8587947,47.265175,8.866805
8508471,46.970508,8.593255
8573698,47.557928,8.729341
8578100,47.227715,7.527258
8500835,47.230968,7.531333
8578099,47.23255,7.533168
8578101,47.219208,7.534087
8400537,52.080541,6.450806
8591647,46.003857,8.976355
8591648,46.003238,8.980792
8591803,46.003509,8.978076
8594227,46.005275,8.974652
8591650,46.004813,8.977454
8591649,46.003058,8.984079
5602724,48.875146,21.10966
5602725,49.086033,19.281334
5602726,48.668951,18.261647
5402727,50.127856,16.343274
5481015,48.64989,14.432105
5402730,50.166298,16.270703
5400186,50.683789,15.143135
5402731,50.360757,15.96973
5402732,49.857327,14.28156
5402733,49.929717,17.28413
5402734,49.394549,15.231597
5402735,50.13866,13.926096
5402736,50.786922,14.826149
8575568,46.110205,8.772809
8505415,46.160674,8.97428
8580789,46.155173,8.962828
8581587,46.157163,8.968561
8583239,46.155266,8.98073
8582974,46.156549,8.98425
8581595,46.15485,8.978441
8581105,46.15187,8.97772
8581588,46.155664,8.966818
8581586,46.158807,8.97392
8575148,46.170351,9.062713
8575149,46.173458,9.07437
8575147,46.169589,9.061085
8580183,46.465577,9.186893
8509668,46.481512,9.170829
8509866,46.495923,9.16998
8509867,46.462132,9.192647
8505763,46.410231,8.530194
8575881,46.408494,8.526042
8574797,46.337525,10.06112
8574798,46.342521,10.060679
8575885,46.412285,8.611524
8575884,46.410981,8.616295
8530457,46.410043,8.529776
8505678,46.024175,9.053581
8505467,46.172017,8.770785
8575710,46.511401,8.717882
8505407,46.135061,8.807094
8505518,46.133341,8.804309
8575533,46.134453,8.808672
8575534,46.134124,8.812364
8575558,46.131467,8.800508
8575557,46.133068,8.804414
8575532,46.131467,8.800508
8505372,45.88634,8.988879
8575613,45.858456,8.938025
8505543,45.985046,8.979888
8505954,46.23824,9.108005
8575229,46.23764,9.115171
8581069,46.237708,9.100748
8575228,46.236766,9.091097
8581125,46.325354,9.456833
8575612,45.857947,8.942442
8501398,46.48847,7.260575
8579261,46.488665,7.260445
8579270,46.481821,7.278761
8581358,46.494094,7.264313
8557047,46.482262,7.267083
8581359,46.490434,7.262274
8581357,46.495406,7.274663
8579267,46.488684,7.264956
8579262,46.483245,7.2626
8579268,46.487457,7.269613
8557049,46.490044,7.267749
8579264,46.493464,7.26733
8580429,46.486779,7.261846
8579269,46.485983,7.273434
8507272,46.517489,7.311758
8579266,46.517423,7.311166
8500357,46.512555,7.302026
8500356,46.517747,7.309464
8079764,52.323885,13.133988
8581202,46.911311,9.806329
8581442,46.906163,9.815959
8581441,46.90434,9.817187
8581203,46.909398,9.812196
8583544,46.909096,9.814158
8581201,46.913222,9.801811
8581204,46.903691,9.824477
8509065,46.907591,9.810018
8530231,46.092259,7.957853
8571196,46.101017,7.951511
8571199,46.065016,7.958534
8571197,46.098095,7.95646
8501780,46.094239,7.957699
8581061,46.089582,7.956864
8571198,46.08632,7.958336
8505737,46.083217,7.958528
8581283,46.153264,7.928477
8500017,46.148283,7.927477
8580959,46.155786,7.924764
8530805,46.105931,7.928099
8530806,46.099706,7.919992
8530807,46.110064,7.927195
8501647,46.102326,7.926144
8594574,46.105375,7.927495
8571155,46.123084,7.932204
8557144,46.109784,7.931285
8571156,46.114715,7.934519
8501782,46.108851,7.929698
8530227,46.128131,7.938541
8571193,46.119782,7.938583
8571154,46.127898,7.937009
8581334,46.1219,7.93761
8557032,46.127957,7.938494
8501783,46.123483,7.937036
8505735,46.130043,7.936238
8505736,46.110502,7.943667
8571195,46.11396,7.941607
8571194,46.117015,7.940112
8575875,46.366728,8.5655
8572916,46.870755,8.238271
8557092,46.86948,8.239997
8508743,46.868687,8.239042
8508745,46.868183,8.245257
8557024,46.878255,8.243143
8508744,46.865155,8.23882
5402756,49.717808,16.214925
7800476,43.563438,16.298694
5402758,50.267815,12.891029
5402760,50.295421,15.693713
5402759,50.275346,12.881359
8502100,47.321834,7.983288
5544180,48.029176,19.044075
8509872,46.682537,9.315804
8574605,46.651576,9.283377
8574606,46.648048,9.279341
8574600,46.731627,9.332396
8574601,46.712016,9.328586
8574604,46.656886,9.28878
8576719,47.1497,7.322775
8594166,47.144168,7.316846
8594165,47.146094,7.318588
8594168,47.155762,7.335841
8576720,47.147823,7.319992
8594167,47.153885,7.329436
8509269,46.763386,10.096552
8575650,45.857177,9.032169
8575651,45.857534,9.037729
8581911,46.789823,9.248661
8581051,46.793869,9.257966
8579811,46.793742,9.254879
8575012,46.789609,9.251785
8509728,46.792337,9.256742
8530782,46.913595,8.846516
8571951,47.242805,7.20764
8583614,47.243614,7.201091
8583814,47.253715,7.000801
8596081,47.254522,7.002193
8571933,47.252435,7.003682
8571934,47.254877,6.994433
8571932,47.252142,7.012083
8500700,47.240889,7.038716
8583658,47.258877,6.99216
8571930,47.235355,7.050717
8571931,47.252164,7.018696
8583659,47.256094,6.994779
8595677,47.260498,7.004109
8576781,47.258143,6.998781
8501983,46.171449,7.186901
8571011,46.176479,7.191997
8501736,46.17378,7.195186
8571010,46.168942,7.183099
8571012,46.177706,7.195057
8583861,46.533342,6.268225
5603025,48.660023,17.262813
5501144,48.270256,20.367589
5501146,48.21992,20.725736
5403026,48.912564,16.706786
5603730,48.147181,17.862059
8575358,46.065226,8.956549
5402762,50.026371,12.50443
8506009,47.394248,8.854119
8583693,47.394122,8.854319
8573547,47.380839,8.85929
8573545,47.38443,8.843523
8573546,47.39076,8.853017
8579745,46.920197,7.021767
8580758,46.914335,7.028028
8570521,46.917357,7.022743
5402763,49.33033,15.484597
8581945,47.668993,9.058757
8504635,46.759207,7.153044
8594992,46.622525,6.962605
8594993,46.63494,6.974508
8587566,47.235048,9.499753
8574316,47.241139,9.501885
8501600,46.30925,7.578669
8589217,46.309053,7.578402
8579552,46.311914,7.571049
8579551,46.30208,7.563634
8500599,47.428462,7.987337
8570855,46.209404,7.342901
8570854,46.211317,7.346421
8570852,46.218038,7.360768
8570877,46.209185,7.350214
8570876,46.211315,7.351542
8570853,46.215684,7.35598
8570878,46.210554,7.356933
5501149,47.291198,16.704054
5603027,48.741393,19.218828
8594858,47.556037,9.370696
8587207,47.553927,9.374247
8587208,47.552055,9.374285
8587137,47.554814,9.371757
5509449,46.761621,21.493738
8575621,45.868352,8.997835
8575624,45.873825,8.992196
8575625,45.875825,8.991348
8575623,45.87238,8.993172
8574631,46.624527,9.575671
8574634,46.639431,9.571015
8574632,46.628303,9.574775
8574633,46.63198,9.572327
7943776,46.821501,16.283054
8580214,46.388237,10.093543
8593489,46.118725,7.020546
8587450,46.9083,7.153781
8577897,46.91251,7.149891
8589137,46.913109,7.148112
7800477,45.590375,18.50292
8598531,47.211078,9.561884
8574974,46.53376,9.872892
8506381,47.348494,9.432568
8598511,46.944248,10.359781
8583627,46.95826,10.40272
8581957,46.959761,10.400571
8579814,46.960348,10.405193
8509765,46.960091,10.402181
8583628,46.96015,10.403127
8509707,46.960629,10.421472
8509873,46.944894,10.362564
8583624,46.942235,10.359672
8583625,46.945729,10.362587
8583626,46.942828,10.361761
8583623,46.943195,10.358295
8509717,46.959344,10.397478
8583639,46.95826,10.40272
8583637,46.960084,10.396446
8583638,46.960507,10.404711
8509718,46.956252,10.383508
8583704,46.956232,10.383022
8530609,46.951201,10.37525
8583629,46.951056,10.371835
8583630,46.951127,10.374697
8509719,46.951366,10.374979
8583631,46.949012,10.368618
5402765,49.858184,14.916153
8503286,47.19185,8.685776
8576126,47.192182,8.685774
8576124,47.192661,8.680604
8576123,47.192703,8.676518
8576118,47.199256,8.686877
8576122,47.192289,8.675577
8576120,47.194599,8.679101
8576119,47.197169,8.68188
8506400,47.47537,9.521751
8079765,53.562543,13.964062
8501899,46.361502,7.297491
8570767,46.322004,7.304299
8530746,46.363109,7.295087
8504875,46.712566,7.351723
8500298,46.707838,7.393686
8500297,46.716753,7.387998
8500296,46.713044,7.366555
5403028,50.091797,13.628574
8506269,47.249158,9.343718
8400543,52.433648,4.632416
8400544,52.419714,4.631272
5402766,50.130493,15.241957
8400545,53.158998,6.79458
5501152,47.415835,21.625348
5501153,46.782484,18.588815
8530510,47.10292,9.619516
8598593,47.045024,9.445869
8574614,47.045116,9.445007
8574616,47.045378,9.437952
8591778,47.05293,9.445259
8574412,47.051045,9.440564
8580770,47.043786,9.440671
8579698,47.061935,9.459431
8579890,47.050553,9.431083
8574413,47.047144,9.441108
8589891,47.053002,9.427463
8574411,47.056467,9.450299
8579893,47.048856,9.435353
5501154,46.755441,16.851073
5603029,49.016521,21.266982
5603030,49.065308,21.140139
8571367,46.994741,7.349386
8587328,46.991661,7.33369
8571368,46.993841,7.34281
8571369,46.991394,7.33035
5501156,46.730803,21.385853
5501157,46.823592,21.41758
8578772,47.315511,8.25181
8587767,47.308884,8.247079
8587552,47.313741,8.252297
8578771,47.309837,8.249793
8578773,47.314992,8.247092
8509745,46.719692,9.410286
8574589,46.721797,9.404557
8583610,46.716676,9.412403
8508323,46.900186,8.249119
8508979,46.89503,8.232215
8572897,46.894103,8.247196
8581528,46.902967,8.247925
8572904,46.898747,8.245039
8580012,46.892722,8.244001
8581466,46.896501,8.251047
8572910,46.892574,8.238056
8508669,46.912714,8.255278
8508972,46.888581,8.232599
8581467,46.907341,8.251255
8557023,46.889413,8.24485
8508976,46.895427,8.238112
5501159,47.039708,18.660757
5403031,50.407827,15.560758
8579496,46.062323,7.249832
5581021,47.252571,16.940629
5581022,47.246511,16.948234
5581023,47.244199,16.943033
8504695,46.680849,6.848904
7800512,45.285174,16.669674
5603032,48.588633,18.907543
8570404,46.7709,6.848628
8504159,46.775621,6.858747
8400102,52.214754,4.515733
5603033,48.633761,17.142193
8501003,46.21422,6.03751
5481012,48.792212,16.01423
8530411,47.078395,8.634365
8595515,47.08092,8.629362
8577603,47.081859,8.628053
8591760,47.068982,8.616683
8577482,47.073476,8.628157
8577606,47.078522,8.634824
8577602,47.087743,8.630825
8577605,47.081611,8.634355
8591761,47.075404,8.623985
8503714,47.09132,8.633771
8577483,47.078507,8.633088
8503281,47.079853,8.62724
8577485,47.079863,8.627726
8570124,46.518505,6.34466
8570125,46.513338,6.329026
8582594,46.88999,6.765594
8570327,46.88775,6.763701
8500880,47.310938,7.166767
8500879,47.315987,7.17926
8500867,47.301148,7.153177
8571952,47.244364,7.218314
8571381,47.024332,7.344336
8504393,47.084359,6.709113
8400547,53.291578,6.540408
8504953,47.127586,7.007645
7800479,45.065921,13.858864
8580527,46.247495,7.328964
8570753,46.273433,7.360325
8570743,46.249632,7.345693
8570736,46.240356,7.340958
8570762,46.304091,7.333038
8570738,46.243058,7.34791
8570748,46.262534,7.353898
8570752,46.271278,7.356269
8570751,46.268621,7.355361
8570746,46.256105,7.350895
8570765,46.309246,7.321953
8570740,46.253265,7.358298
8570749,46.265186,7.350577
8570750,46.265084,7.348191
8570760,46.301948,7.324762
8570769,46.343308,7.291084
8570745,46.252662,7.344236
8570764,46.307143,7.325897
8583219,46.26546,7.356632
8570768,46.322882,7.299821
8570763,46.305793,7.336563
8570761,46.303767,7.328242
8570744,46.249152,7.340829
8570741,46.257704,7.364408
8570735,46.239244,7.337565
8592228,46.539845,6.724834
8504173,46.538312,6.730916
8504172,46.540837,6.703505
8592229,46.550244,6.746857
8592230,46.543436,6.738799
8592231,46.55214,6.748154
8592232,46.541545,6.73516
8592233,46.541843,6.715711
8592234,46.547744,6.745418
8530589,46.596495,9.591742
8583649,46.596143,9.592141
8583640,46.594581,9.603417
8583644,46.599157,9.600722
8580716,46.600768,9.593641
8583648,46.59724,9.596648
8509874,46.595469,9.600262
8583643,46.60042,9.602873
8583645,46.600218,9.59882
8583641,46.597072,9.602652
8583646,46.601691,9.597208
8583647,46.600664,9.596206
8583642,46.599052,9.605072
8530105,46.122339,7.219135
8575313,46.018312,8.939857
8580037,46.018543,8.935992
8579955,46.016254,8.934668
8575340,46.024267,8.95116
8575338,46.018915,8.942213
8575339,46.021367,8.947182
8579007,46.016312,8.941082
8574715,46.838466,9.575034
8574306,47.222651,9.452298
8574309,47.235993,9.460729
8574307,47.226244,9.452436
8574308,47.230698,9.455246
8501271,46.148397,7.136059
8571007,46.145965,7.130438
8571328,46.636081,7.83319
8571329,46.622452,7.82607
8501502,46.149607,7.173678
8583837,46.150502,7.1771
8583836,46.144834,7.165181
8574918,46.903267,9.57552
8574916,46.900987,9.575219
5402769,49.869294,14.893934
8575571,46.104997,8.763285
8575572,46.103124,8.760636
8575271,45.977226,8.928707
8595974,45.977511,8.924974
8505623,46.184825,8.851705
8575441,46.089539,9.035193
8505614,46.13867,8.836935
8576786,47.315115,7.1503
8598530,47.168452,9.507941
8574364,47.175019,9.508526
8574341,47.169786,9.514955
8574360,47.167871,9.514942
8574343,47.180525,9.523485
8579682,47.173399,9.534051
8574342,47.171754,9.51869
8582435,47.166401,9.513688
8583503,47.177908,9.512136
8580529,47.171717,9.509547
8574361,47.170925,9.522309
8574388,47.160886,9.508713
8582436,47.167717,9.506134
8580232,47.170363,9.517144
8582877,47.157544,9.50961
8574385,47.169495,9.494506
8580811,47.179326,9.507621
8582437,47.164013,9.512425
8579680,47.169128,9.515594
8574387,47.164085,9.508469
8574386,47.168483,9.501702
8509991,47.16812,9.508298
8598594,47.16828,9.508204
5495405,48.994157,15.348884
8574351,47.212325,9.55194
8574352,47.208906,9.554724
8574353,47.217538,9.568995
8509625,47.211026,9.561788
8506384,47.361286,9.476358
8506291,47.385553,9.24357
8506771,47.425235,9.560054
8508217,47.038167,8.142923
8589866,47.035984,8.145424
8506150,47.695296,8.641029
8581073,47.696051,8.638135
8503495,47.698848,8.633535
8588887,47.699669,8.631505
8592517,47.706066,8.630558
8573471,47.730561,8.624004
8592525,47.708684,8.641011
8592528,47.701514,8.62983
8573478,47.717248,8.653484
8592534,47.70121,8.636591
8592536,47.711198,8.641954
8573466,47.713105,8.64218
8592540,47.708244,8.630461
8592541,47.719688,8.656189
8592547,47.713226,8.647898
8573462,47.715864,8.620878
8588886,47.704444,8.629845
8595929,47.733093,8.622688
8503479,47.692823,8.624487
8592563,47.699885,8.641251
8573737,47.692348,8.652152
8588888,47.724309,8.630391
8595930,47.733299,8.621066
8573441,47.693639,8.631749
8573460,47.708763,8.625965
8588884,47.704221,8.627424
8595427,47.726838,8.661917
8573461,47.712327,8.624487
8573456,47.69568,8.629564
8592569,47.706673,8.62756
8573738,47.689241,8.655768
8503967,47.688047,8.659197
8573442,47.694197,8.637509
8592573,47.694082,8.647514
8573467,47.716747,8.648347
8573736,47.695583,8.640721
8592576,47.706397,8.63952
8573458,47.700173,8.626415
8592578,47.714646,8.650649
8503968,47.720829,8.614074
8503969,47.718275,8.618755
8573457,47.698505,8.627626
8573739,47.686434,8.663627
8589223,47.716504,8.631994
8508264,46.994535,7.656816
8578701,47.379022,8.148774
8578742,47.387835,8.139349
8502872,47.376639,8.142887
8578744,47.38646,8.140444
8578702,47.374,8.143197
8590262,47.382654,8.139887
8530199,46.21702,7.81669
8505730,46.293825,8.022471
8505731,46.257355,8.046257
8508063,47.11035,7.524215
8589040,47.106884,7.524525
8509259,46.611892,9.981852
8500903,46.620498,9.99814
8572865,46.83295,7.870018
8572867,46.816912,7.880955
8508784,46.827449,7.861631
8572866,46.818551,7.874715
8572864,46.835265,7.875189
8508876,46.821506,7.872162
8573869,47.15845,9.044934
8573868,47.161745,9.049007
8573871,47.15481,9.048131
8573870,47.159528,9.045949
8506497,47.169622,9.053757
8573872,47.147155,9.049954
8573873,47.148467,9.050547
8582716,46.712363,9.453207
8574580,46.717021,9.459543
8574579,46.71557,9.455076
8574578,46.711116,9.452804
8509710,46.716184,10.333264
8509682,46.743303,9.573135
8583255,46.612048,7.698851
8583254,46.620571,7.697221
8571333,46.605952,7.700227
8583256,46.598118,7.708494
8571332,46.614803,7.698242
8507766,46.617949,7.697836
8508158,47.263112,7.700803
8530424,46.865356,8.655656
8577379,46.864183,8.648531
8505893,46.86458,8.654457
8577378,46.86862,8.652579
8577383,46.854788,8.646208
8577382,46.861605,8.642718
8577380,46.857458,8.646426
8577381,46.858659,8.640225
8587927,46.861713,8.648147
8581915,46.71515,8.204526
8509089,46.801168,9.815545
8400551,53.165403,6.97784
8581155,46.785527,9.449035
8577111,46.77551,9.447718
8583031,46.786109,9.442825
8574517,46.776399,9.447817
8571300,46.472066,7.318213
8571301,46.473585,7.323453
8598532,47.231632,9.546671
8574379,47.228787,9.547952
8574380,47.226443,9.536433
8581012,47.23428,9.55433
8581010,47.22959,9.543727
8574374,47.228149,9.535402
8581013,47.237539,9.558403
8509626,47.232055,9.546734
8581842,47.233081,9.549832
8581011,47.229976,9.547424
8574376,47.227476,9.53889
8574375,47.228987,9.538418
8572964,47.173305,8.137679
8572966,47.182542,8.13428
8502552,47.186002,8.144672
8572967,47.18292,8.138938
8581086,47.177541,8.126907
8572965,47.178547,8.129364
8502551,47.177451,8.132509
8502952,47.446903,8.185075
8502969,47.450538,8.183307
8573415,47.630316,9.226643
8500422,47.631904,9.223805
8506772,47.632994,9.226894
8500404,47.628662,9.231435
8573412,47.634651,9.220799
8503064,47.322534,8.659684
8590785,47.322444,8.659684
8400553,51.921942,4.409803
8400563,51.922431,4.38248
8322097,46.04484,8.156605
8575119,46.968343,9.689254
8574760,46.978246,9.701149
8580783,46.971778,9.688618
8574763,46.970907,9.687268
8575070,46.965704,9.697275
8581176,46.969973,9.688541
8574756,46.976459,9.68859
8574761,46.976837,9.691207
8574755,46.974378,9.693719
8574764,46.97571,9.677713
8583570,46.970398,9.683967
8574757,46.982992,9.708919
8580848,46.974302,9.673035
8582406,46.967466,9.695764
8579816,46.982036,9.717661
8575063,46.962957,9.699848
8580784,46.97265,9.689969
8574754,46.969364,9.692562
8582203,46.971702,9.685061
8574765,46.977898,9.672545
8574758,46.980065,9.70876
8507457,46.557813,7.835237
8502597,47.25596,8.117883
8502598,47.250343,8.118733
8400555,50.856255,5.871938
8573815,47.182009,8.707105
8573818,47.174647,8.711937
8573812,47.183847,8.715963
8573814,47.182421,8.710186
8573813,47.184074,8.710045
8573816,47.179669,8.705564
8503285,47.176166,8.709497
8573819,47.176633,8.709152
8573280,47.377348,8.895559
8400554,50.93906,5.874636
8502116,47.451736,8.166965
8572526,47.458411,8.165543
8502680,47.45752,8.164206
8583662,47.449187,8.168584
8572475,47.448665,8.144031
8580932,47.451759,8.146681
8572474,47.446639,8.140104
8572476,47.445298,8.137597
8500979,47.446841,8.140657
8572473,47.446022,8.147374
8500573,47.462959,8.156323
8582953,47.458617,8.151611
8400561,52.30879,4.761487
8574933,46.752723,9.015329
8573491,47.67942,8.687561
8500600,47.660811,8.70246
8573488,47.661529,8.702663
8573490,47.673735,8.692607
8583421,47.661674,8.700017
8579838,47.663702,8.702928
8573489,47.668147,8.697841
8579712,47.479368,8.816387
8573669,47.463807,8.847252
8573668,47.473959,8.827738
8506692,47.469413,8.827979
8573667,47.47755,8.820052
8503427,47.679611,8.687375
8503429,47.666721,8.770598
8573332,47.665926,8.768912
8505090,46.991989,8.668476
8576618,46.837648,7.700254
8575017,47.498018,8.392134
8587322,47.496692,8.397892
8575027,47.50293,8.397989
8594337,47.748906,8.484426
8503492,47.755484,8.493675
8503488,47.747395,8.48027
8578364,47.75012,8.486452
8503493,47.763842,8.505468
8594312,47.748777,8.482988
8578367,47.743782,8.480427
8578363,47.751039,8.488762
8503487,47.732362,8.490738
8573001,47.224602,8.108987
8573000,47.225092,8.114004
8590786,47.39945,8.448539
8590787,47.399823,8.448194
8557101,47.393462,8.448339
8590799,47.400841,8.453606
8590788,47.396635,8.448027
8571417,46.910287,7.416686
8506039,47.676492,8.614069
8582052,47.675561,8.614995
8502592,47.291581,8.08658
8502591,47.296138,8.076063
8572649,47.29378,8.08308
8572650,47.288841,8.093154
8508785,46.910999,7.609423
8571756,46.909495,7.608531
8580414,46.911003,7.60418
8571762,46.912759,7.624863
8505732,46.318518,7.966879
8575010,46.78225,9.221039
8582579,46.777383,9.211436
8575011,46.788897,9.233202
8509729,46.788551,9.226911
8503115,47.225161,8.943377
8503647,47.224575,8.940313
8573858,47.225772,8.943416
8573855,47.230084,8.962417
8573857,47.226036,8.949575
8573856,47.227008,8.955179
8583055,47.226054,8.932484
8573647,47.415507,8.912108
8573646,47.414988,8.903782
8502595,47.270363,8.105657
8502594,47.277049,8.110199
8504102,46.862932,7.253902
8574871,46.688501,9.670015
8509875,46.688717,9.672902
8574842,46.688638,9.676829
8577862,46.862776,7.253711
8504890,46.855577,7.24851
8504594,46.840771,7.224315
8588602,46.860892,7.250554
8572594,47.532131,8.373024
8503596,47.51946,8.363631
8503589,47.512118,8.363737
8581639,47.523375,8.355448
8571475,47.115669,7.395392
8571474,47.112602,7.391357
8571504,47.112128,7.394992
8508786,47.109421,7.390828
8581120,47.111583,7.388533
8587210,47.536655,9.266255
8580453,47.499758,8.416381
8587321,47.498134,8.411785
8503317,47.497963,8.411813
8502177,47.310995,8.051254
8589888,47.311662,8.050636
8502589,47.303876,8.059475
